Passengers,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,AgeGroup,FareGroup
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,2666,19.2583,NA,C,Middle Aged,Under 50
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,NA,S,Middle Aged,Under 50
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,PP 9549,16.7,G6,S,Middle Aged,Under 50
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24,1,0,STON/O2. 3101279,15.85,NA,S,Middle Aged,Under 50
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24,0,2,250649,14.5,NA,S,Middle Aged,Under 50
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,248733,13,F33,S,Middle Aged,Under 50
128,1,3,"Madsen, Mr. Fridtjof Arne",male,24,0,0,C 17369,7.1417,NA,S,Middle Aged,Under 50
89,1,1,"Fortune, Miss. Mabel Helen",female,23,3,2,19950,263,C23 C25 C27,S,Middle Aged,Over 50
394,1,1,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,D36,C,Middle Aged,Over 50
98,1,1,"Greenfield, Mr. William Bertram",male,23,0,1,PC 17759,63.3583,D10 D12,C,Middle Aged,Over 50
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,13.7917,D,C,Middle Aged,Under 50
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,CA. 2314,7.55,NA,S,Middle Aged,Under 50
709,1,1,"Cleaver, Miss. Alice",female,22,0,0,113781,151.55,NA,S,Middle Aged,Over 50
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22,1,0,113776,66.6,C2,S,Middle Aged,Over 50
357,1,1,"Bowerman, Miss. Elsie Edith",female,22,0,1,113505,55,E33,S,Middle Aged,Over 50
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22,0,2,13568,49.5,B39,C,Middle Aged,Under 50
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,SC/Paris 2123,41.5792,NA,C,Middle Aged,Under 50
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29,NA,S,Middle Aged,Under 50
555,1,3,"Ohman, Miss. Velin",female,22,0,0,347085,7.775,NA,S,Middle Aged,Under 50
142,1,3,"Nysten, Miss. Anna Sofia",female,22,0,0,347081,7.75,NA,S,Middle Aged,Under 50
290,1,3,"Connolly, Miss. Kate",female,22,0,0,370373,7.75,NA,Q,Middle Aged,Under 50
377,1,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,C 7077,7.25,NA,S,Middle Aged,Under 50
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,2620,7.225,NA,C,Middle Aged,Under 50
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Middle Aged,Over 50
628,1,1,"Longley, Miss. Gretchen Fiske",female,21,0,0,13502,77.9583,D9,S,Middle Aged,Over 50
57,1,2,"Rugg, Miss. Emily",female,21,0,0,C.A. 31026,10.5,NA,S,Middle Aged,Under 50
392,1,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,7.7958,NA,S,Middle Aged,Under 50
107,1,3,"Salkjelsvik, Miss. Anna Kristine",female,21,0,0,343120,7.65,NA,S,Middle Aged,Under 50
623,1,3,"Nakid, Mr. Sahid",male,20,1,1,2653,15.7417,NA,C,Middle Aged,Under 50
665,1,3,"Lindqvist, Mr. Eino William",male,20,1,0,STON/O 2. 3101285,7.925,NA,S,Middle Aged,Under 50
763,1,3,"Barah, Mr. Hanna Assi",male,20,0,0,2663,7.2292,NA,C,Middle Aged,Under 50
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19,1,0,11967,91.0792,B49,C,Middle Aged,Over 50
888,1,1,"Graham, Miss. Margaret Edith",female,19,0,0,112053,30,B42,S,Middle Aged,Under 50
137,1,1,"Newsom, Miss. Helen Monypeny",female,19,0,2,11752,26.2833,D47,S,Middle Aged,Under 50
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,26,NA,S,Middle Aged,Under 50
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19,1,0,2908,26,NA,S,Middle Aged,Under 50
227,1,2,"Mellors, Mr. William John",male,19,0,0,SW/PP 751,10.5,NA,S,Middle Aged,Under 50
284,1,3,"Dorking, Mr. Edward Arthur",male,19,0,0,A/5. 10482,8.05,NA,S,Middle Aged,Under 50
45,1,3,"Devaney, Miss. Margaret Delia",female,19,0,0,330958,7.8792,NA,Q,Middle Aged,Under 50
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19,1,0,350046,7.8542,NA,S,Middle Aged,Under 50
312,1,1,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Middle Aged,Over 50
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,PC 17757,227.525,C62 C64,C,Middle Aged,Over 50
586,1,1,"Taussig, Miss. Ruth",female,18,0,2,110413,79.65,E68,S,Middle Aged,Over 50
652,1,2,"Doling, Miss. Elsie",female,18,0,1,231919,23,NA,S,Middle Aged,Under 50
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,NA,S,Middle Aged,Under 50
678,1,3,"Turja, Miss. Anna Sofia",female,18,0,0,4138,9.8417,NA,S,Middle Aged,Under 50
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,392091,9.35,NA,S,Middle Aged,Under 50
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18,0,0,A/5 3540,8.05,NA,S,Middle Aged,Under 50
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18,0,0,3101265,7.4958,NA,S,Middle Aged,Under 50
551,1,1,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,110.8833,C70,C,Middle Aged,Over 50
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17,1,0,PC 17758,108.9,C65,C,Middle Aged,Over 50
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,57,B20,S,Middle Aged,Over 50
390,1,2,"Lehmann, Miss. Bertha",female,17,0,0,SC 1748,12,NA,C,Middle Aged,Under 50
85,1,2,"Ilett, Miss. Bertha",female,17,0,0,SO/C 14885,10.5,NA,S,Middle Aged,Under 50
69,1,3,"Andersson, Miss. Erna Alexandra",female,17,4,2,3101281,7.925,NA,S,Middle Aged,Under 50
505,1,1,"Maioni, Miss. Roberta",female,16,0,0,110152,86.5,B79,S,Middle Aged,Over 50
330,1,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,B18,C,Middle Aged,Over 50
854,1,1,"Lines, Miss. Mary Conover",female,16,0,1,PC 17592,39.4,D28,S,Middle Aged,Under 50
221,1,3,"Sunderland, Mr. Victor Francis",male,16,0,0,SOTON/OQ 392089,8.05,NA,S,Middle Aged,Under 50
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16,0,0,367231,7.75,NA,Q,Middle Aged,Under 50
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16,0,0,35851,7.7333,NA,Q,Middle Aged,Under 50
690,1,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,B5,S,NA,Over 50
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,1,0,2659,14.4542,NA,C,NA,Under 50
23,1,3,"McGowan, Miss. Anna ""Annie""",female,15,0,0,330923,8.0292,NA,Q,NA,Under 50
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,2667,7.225,NA,C,NA,Under 50
436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120,B96 B98,S,Child,Over 50
10,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",female,14,1,0,237736,30.0708,NA,C,Child,Under 50
40,1,3,"Nicola-Yarred, Miss. Jamila",female,14,1,0,2651,11.2417,NA,C,Child,Under 50
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,19.5,NA,S,Child,Under 50
781,1,3,"Ayoub, Miss. Banoura",female,13,0,0,2687,7.2292,NA,C,Child,Under 50
126,1,3,"Nicola-Yarred, Master. Elias",male,12,1,0,2651,11.2417,NA,C,Child,Under 50
803,1,1,"Carter, Master. William Thornton II",male,11,1,2,113760,120,B96 B98,S,Child,Over 50
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9,0,2,363291,20.525,NA,S,Child,Under 50
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,1,C.A. 37671,15.9,NA,S,Child,Under 50
550,1,2,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,36.75,NA,S,Child,Under 50
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8,0,2,C.A. 31921,26.25,NA,S,Child,Under 50
536,1,2,"Hart, Miss. Eva Miriam",female,7,0,2,F.C.C. 13529,26.25,NA,S,Child,Under 50
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,33,NA,S,Child,Under 50
752,1,3,"Moor, Master. Meier",male,6,0,1,392096,12.475,E121,S,Child,Under 50
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5,4,2,347077,31.3875,NA,S,Child,Under 50
59,1,2,"West, Miss. Constance Mirium",female,5,1,2,C.A. 34651,27.75,NA,S,Child,Under 50
449,1,3,"Baclini, Miss. Marie Catherine",female,5,2,1,2666,19.2583,NA,C,Child,Under 50
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,NA,S,Child,Under 50
446,1,1,"Dodge, Master. Washington",male,4,0,2,33638,81.8583,A34,S,Child,Over 50
619,1,2,"Becker, Miss. Marion Louise",female,4,2,1,230136,39,F4,S,Child,Under 50
751,1,2,"Wells, Miss. Joan",female,4,1,1,29103,23,NA,S,Child,Under 50
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4,0,2,315153,22.025,NA,S,Child,Under 50
11,1,3,"Sandstrom, Miss. Marguerite Rut",female,4,1,1,PP 9549,16.7,G6,S,Child,Under 50
692,1,3,"Karun, Miss. Manca",female,4,0,1,349256,13.4167,NA,C,Child,Under 50
870,1,3,"Johnson, Master. Harold Theodor",male,4,1,1,347742,11.1333,NA,S,Child,Under 50
44,1,2,"Laroche, Miss. Simonne Marie Anne Andree",female,3,1,2,SC/Paris 2123,41.5792,NA,C,Child,Under 50
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3,4,2,347077,31.3875,NA,S,Child,Under 50
194,1,2,"Navratil, Master. Michel M",male,3,1,1,230080,26,F2,S,Child,Under 50
408,1,2,"Richards, Master. William Rowe",male,3,1,1,29106,18.75,NA,S,Child,Under 50
349,1,3,"Coutts, Master. William Loch ""William""",male,3,1,1,C.A. 37671,15.9,NA,S,Child,Under 50
341,1,2,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26,F2,S,Child,Under 50
531,1,2,"Quick, Miss. Phyllis May",female,2,1,1,26360,26,NA,S,Child,Under 50
480,1,3,"Hirvonen, Miss. Hildur E",female,2,0,1,3101298,12.2875,NA,S,Child,Under 50
306,1,1,"Allison, Master. Hudson Trevor",male,1,1,2,113781,151.55,C22 C26,S,Child,Over 50
184,1,2,"Becker, Master. Richard F",male,1,2,1,230136,39,F4,S,Child,Under 50
828,1,2,"Mallet, Master. Andre",male,1,0,2,S.C./PARIS 2079,37.0042,NA,C,Child,Under 50
79,1,2,"Caldwell, Master. Alden Gates",male,1,0,2,248738,29,NA,S,Child,Under 50
789,1,3,"Dean, Master. Bertram Vere",male,1,1,2,C.A. 2315,20.575,NA,S,Child,Under 50
470,1,3,"Baclini, Miss. Helene Barbara",female,1,2,1,2666,19.2583,NA,C,Child,Under 50
645,1,3,"Baclini, Miss. Eugenie",female,1,2,1,2666,19.2583,NA,C,Child,Under 50
832,1,2,"Richards, Master. George Sibley",male,1,1,1,29106,18.75,NA,S,Child,Under 50
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1,0,2,2653,15.7417,NA,C,Child,Under 50
756,1,2,"Hamalainen, Master. Viljo",male,1,1,1,250649,14.5,NA,S,Child,Under 50
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1,1,1,347742,11.1333,NA,S,Child,Under 50
804,1,3,"Thomas, Master. Assad Alexander",male,0,0,1,2625,8.5167,NA,C,Child,Under 50
32,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,NA,1,0,PC 17569,146.5208,B78,C,NA,Over 50
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,NA,1,0,PC 17611,133.65,NA,S,NA,Over 50
307,1,1,"Fleming, Miss. Margaret",female,NA,0,0,17421,110.8833,NA,C,NA,Over 50
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,NA,1,0,17453,89.1042,C92,C,NA,Over 50
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,NA,1,0,PC 17604,82.1708,NA,C,NA,Over 50
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,NA,0,0,PC 17585,79.2,NA,C,NA,Over 50
644,1,3,"Foo, Mr. Choong",male,NA,0,0,1601,56.4958,NA,S,NA,Over 50
693,1,3,"Lam, Mr. Ali",male,NA,0,0,1601,56.4958,NA,S,NA,Over 50
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,NA,0,1,113505,55,E33,S,NA,Over 50
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,NA,1,0,19996,52,C126,S,NA,Over 50
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,NA,1,0,17464,51.8625,D21,S,NA,Over 50
56,1,1,"Woolner, Mr. Hugh",male,NA,0,0,19947,35.5,C52,S,NA,Under 50
597,1,2,"Leitch, Miss. Jessie Wills",female,NA,0,0,248727,33,NA,S,NA,Under 50
299,1,1,"Saalfeld, Mr. Adolphe",male,NA,0,0,19988,30.5,C106,S,NA,Under 50
741,1,1,"Hawksford, Mr. Walter James",male,NA,0,0,16988,30,D45,S,NA,Under 50
840,1,1,"Marechal, Mr. Pierre",male,NA,0,0,11774,29.7,C47,C,NA,Under 50
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,NA,0,0,111427,26.55,NA,S,NA,Under 50
110,1,3,"Moran, Miss. Bertha",female,NA,1,0,371110,24.15,NA,Q,NA,Under 50
302,1,3,"McCoy, Mr. Bernard",male,NA,2,0,367226,23.25,NA,Q,NA,Under 50
331,1,3,"McCoy, Miss. Agnes",female,NA,2,0,367226,23.25,NA,Q,NA,Under 50
129,1,3,"Peter, Miss. Anna",female,NA,1,1,2668,22.3583,F E69,C,NA,Under 50
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,NA,0,2,2668,22.3583,NA,C,NA,Under 50
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,NA,1,0,386525,16.1,NA,S,NA,Under 50
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,NA,1,0,376564,16.1,NA,S,NA,Under 50
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,NA,1,0,370365,15.5,NA,Q,NA,Under 50
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,NA,1,0,367230,15.5,NA,Q,NA,Under 50
613,1,3,"Murphy, Miss. Margaret Jane",female,NA,1,0,367230,15.5,NA,Q,NA,Under 50
66,1,3,"Moubarek, Master. Gerios",male,NA,1,1,2661,15.2458,NA,C,NA,Under 50
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,NA,1,1,2661,15.2458,NA,C,NA,Under 50
548,1,2,"Padro y Manent, Mr. Julian",male,NA,0,0,SC/PARIS 2146,13.8625,NA,C,NA,Under 50
18,1,2,"Williams, Mr. Charles Eugene",male,NA,0,0,244373,13,NA,S,NA,Under 50
304,1,2,"Keane, Miss. Nora A",female,NA,0,0,226593,12.35,E101,Q,NA,Under 50
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,NA,0,0,65306,8.1125,NA,S,NA,Under 50
29,1,3,"O'Dwyer, Miss. Ellen ""Nellie""",female,NA,0,0,330959,7.8792,NA,Q,NA,Under 50
359,1,3,"McGovern, Miss. Mary",female,NA,0,0,330931,7.8792,NA,Q,NA,Under 50
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,NA,0,0,330980,7.8792,NA,Q,NA,Under 50
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,NA,0,0,330919,7.8292,NA,Q,NA,Under 50
83,1,3,"McDermott, Miss. Brigdet Delia",female,NA,0,0,330932,7.7875,NA,Q,NA,Under 50
108,1,3,"Moss, Mr. Albert Johan",male,NA,0,0,312991,7.775,NA,S,NA,Under 50
33,1,3,"Glynn, Miss. Mary Agatha",female,NA,0,0,335677,7.75,NA,Q,NA,Under 50
48,1,3,"O'Driscoll, Miss. Bridget",female,NA,0,0,14311,7.75,NA,Q,NA,Under 50
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,NA,0,0,370370,7.75,NA,Q,NA,Under 50
275,1,3,"Healy, Miss. Hanora ""Nora""",female,NA,0,0,370375,7.75,NA,Q,NA,Under 50
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,NA,0,0,9234,7.75,NA,Q,NA,Under 50
369,1,3,"Jermyn, Miss. Annie",female,NA,0,0,14313,7.75,NA,Q,NA,Under 50
574,1,3,"Kelly, Miss. Mary",female,NA,0,0,14312,7.75,NA,Q,NA,Under 50
829,1,3,"McCormack, Mr. Thomas Joseph",male,NA,0,0,367228,7.75,NA,Q,NA,Under 50
728,1,3,"Mannion, Miss. Margareth",female,NA,0,0,36866,7.7375,NA,Q,NA,Under 50
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,NA,0,0,35852,7.7333,NA,Q,NA,Under 50
37,1,3,"Mamee, Mr. Hanna",male,NA,0,0,2677,7.2292,NA,C,NA,Under 50
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,NA,0,0,2626,7.2292,NA,C,NA,Under 50
20,1,3,"Masselmani, Mrs. Fatima",female,NA,0,0,2649,7.225,NA,C,NA,Under 50
